raceId,driverId,constructorId,points,constructor_points,grid,pit_stop_time,lap_consistency,last_ingested
322,147,18,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
322,114,39,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
322,118,32,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
322,88,33,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
322,105,21,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
322,148,34,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
322,103,33,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
322,129,45,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
322,110,35,0.0,0.0,9,2.5,0.95,2026-04-30 19:04:47
322,140,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,109,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,122,41,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,127,41,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
322,150,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,119,3,9.0,9.0,3,2.5,0.95,2026-04-30 19:04:47
323,77,1,6.0,6.0,2,2.5,0.95,2026-04-30 19:04:47
323,145,22,4.0,6.0,9,2.5,0.95,2026-04-30 19:04:47
323,117,6,3.0,3.0,6,2.5,0.95,2026-04-30 19:04:47
323,137,22,2.0,6.0,8,2.5,0.95,2026-04-30 19:04:47
323,55,25,1.0,1.0,7,2.5,0.95,2026-04-30 19:04:47
323,118,32,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
323,151,32,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
323,112,27,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
323,78,27,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
323,147,18,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
323,109,46,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
323,103,33,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
323,129,45,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
323,95,6,0.0,3.0,5,2.5,0.95,2026-04-30 19:04:47
323,148,46,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
323,131,34,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
323,110,35,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
323,127,41,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
323,123,3,0.0,9.0,4,2.5,0.95,2026-04-30 19:04:47
323,88,33,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
323,102,1,0.0,6.0,1,2.5,0.95,2026-04-30 19:04:47
323,139,35,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
323,122,41,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
323,138,25,0.0,1.0,19,2.5,0.95,2026-04-30 19:04:47
323,90,44,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
323,94,18,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,133,21,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,105,21,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,101,34,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
323,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,102,1,9.0,13.0,1,2.5,0.95,2026-04-30 19:04:47
324,55,25,6.0,6.0,3,2.5,0.95,2026-04-30 19:04:47
324,77,1,4.0,13.0,5,2.5,0.95,2026-04-30 19:04:47
324,123,3,3.0,3.0,6,2.5,0.95,2026-04-30 19:04:47
324,133,21,2.0,2.0,22,2.5,0.95,2026-04-30 19:04:47
324,103,33,1.0,1.0,24,2.5,0.95,2026-04-30 19:04:47
324,148,46,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
324,118,32,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
324,95,6,0.0,0.0,7,2.5,0.95,2026-04-30 19:04:47
324,147,18,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
324,109,46,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
324,112,27,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
324,119,3,0.0,3.0,4,2.5,0.95,2026-04-30 19:04:47
324,110,35,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
324,138,25,0.0,6.0,21,2.5,0.95,2026-04-30 19:04:47
324,117,6,0.0,0.0,2,2.5,0.95,2026-04-30 19:04:47
324,145,22,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
324,101,34,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
324,122,41,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
324,78,27,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
324,88,33,0.0,1.0,15,2.5,0.95,2026-04-30 19:04:47
324,94,18,0.0,0.0,8,2.5,0.95,2026-04-30 19:04:47
324,151,32,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
324,131,34,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
324,139,35,0.0,0.0,9,2.5,0.95,2026-04-30 19:04:47
324,137,22,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
324,105,21,0.0,2.0,0,2.5,0.95,2026-04-30 19:04:47
324,129,45,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,127,41,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
324,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,102,1,9.0,12.0,1,2.5,0.95,2026-04-30 19:04:47
325,137,22,6.0,6.0,5,2.5,0.95,2026-04-30 19:04:47
325,95,6,4.0,6.0,7,2.5,0.95,2026-04-30 19:04:47
325,77,1,3.0,12.0,2,2.5,0.95,2026-04-30 19:04:47
325,117,6,2.0,6.0,3,2.5,0.95,2026-04-30 19:04:47
325,118,32,1.0,1.0,11,2.5,0.95,2026-04-30 19:04:47
325,131,34,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
325,133,21,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
325,103,33,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
325,122,41,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
325,138,25,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
325,88,33,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
325,129,45,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
325,151,32,0.0,1.0,12,2.5,0.95,2026-04-30 19:04:47
325,148,46,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
325,110,35,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
325,109,46,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
325,119,3,0.0,0.0,9,2.5,0.95,2026-04-30 19:04:47
325,112,27,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
325,55,25,0.0,0.0,8,2.5,0.95,2026-04-30 19:04:47
325,145,22,0.0,6.0,4,2.5,0.95,2026-04-30 19:04:47
325,123,3,0.0,0.0,6,2.5,0.95,2026-04-30 19:04:47
325,78,27,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
325,139,35,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
325,105,21,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
325,94,18,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
325,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,127,41,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,147,18,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,101,34,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
325,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,117,6,9.0,15.0,13,2.5,0.95,2026-04-30 19:04:47
326,95,6,6.0,15.0,4,2.5,0.95,2026-04-30 19:04:47
326,77,1,4.0,4.0,1,2.5,0.95,2026-04-30 19:04:47
326,145,22,3.0,4.0,14,2.5,0.95,2026-04-30 19:04:47
326,123,3,2.0,2.0,5,2.5,0.95,2026-04-30 19:04:47
326,137,22,1.0,4.0,8,2.5,0.95,2026-04-30 19:04:47
326,55,25,0.0,0.0,6,2.5,0.95,2026-04-30 19:04:47
326,151,32,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
326,119,3,0.0,2.0,2,2.5,0.95,2026-04-30 19:04:47
326,118,32,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
326,131,34,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
326,94,18,0.0,0.0,7,2.5,0.95,2026-04-30 19:04:47
326,110,35,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
326,147,18,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
326,148,46,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
326,78,27,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
326,105,21,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
326,112,27,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
326,129,45,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
326,102,1,0.0,4.0,3,2.5,0.95,2026-04-30 19:04:47
326,109,46,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
326,103,33,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
326,88,33,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
326,138,25,0.0,0.0,9,2.5,0.95,2026-04-30 19:04:47
326,101,34,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
326,139,35,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
326,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,122,41,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,127,41,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,133,21,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
326,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,117,6,9.0,9.0,4,2.5,0.95,2026-04-30 19:04:47
327,122,41,6.0,6.0,7,2.5,0.95,2026-04-30 19:04:47
327,102,1,4.0,6.0,3,2.5,0.95,2026-04-30 19:04:47
327,137,22,3.0,3.0,9,2.5,0.95,2026-04-30 19:04:47
327,77,1,2.0,6.0,2,2.5,0.95,2026-04-30 19:04:47
327,119,3,1.0,1.0,6,2.5,0.95,2026-04-30 19:04:47
327,88,33,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
327,103,33,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
327,112,27,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
327,105,21,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
327,118,32,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
327,151,32,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
327,131,34,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
327,78,27,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
327,101,34,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
327,145,22,0.0,3.0,5,2.5,0.95,2026-04-30 19:04:47
327,114,39,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
327,95,6,0.0,9.0,1,2.5,0.95,2026-04-30 19:04:47
327,110,35,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
327,138,25,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
327,127,41,0.0,6.0,10,2.5,0.95,2026-04-30 19:04:47
327,94,18,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
327,55,25,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
327,133,21,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
327,123,3,0.0,1.0,8,2.5,0.95,2026-04-30 19:04:47
327,139,35,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
327,147,18,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,148,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,109,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,129,45,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
327,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,117,6,9.0,9.0,5,2.5,0.95,2026-04-30 19:04:47
328,123,3,6.0,6.0,4,2.5,0.95,2026-04-30 19:04:47
328,102,1,4.0,4.0,2,2.5,0.95,2026-04-30 19:04:47
328,103,33,3.0,4.0,8,2.5,0.95,2026-04-30 19:04:47
328,137,22,2.0,2.0,11,2.5,0.95,2026-04-30 19:04:47
328,88,33,1.0,4.0,9,2.5,0.95,2026-04-30 19:04:47
328,133,21,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
328,55,25,0.0,0.0,6,2.5,0.95,2026-04-30 19:04:47
328,131,34,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
328,78,27,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
328,139,35,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
328,147,18,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
328,112,27,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
328,77,1,0.0,4.0,3,2.5,0.95,2026-04-30 19:04:47
328,95,6,0.0,9.0,1,2.5,0.95,2026-04-30 19:04:47
328,122,41,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
328,151,32,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
328,118,32,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
328,99,39,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
328,105,21,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
328,119,3,0.0,6.0,7,2.5,0.95,2026-04-30 19:04:47
328,138,25,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
328,145,22,0.0,2.0,13,2.5,0.95,2026-04-30 19:04:47
328,110,35,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
328,94,18,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
328,127,41,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
328,129,45,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,101,34,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,109,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,148,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
328,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,102,1,9.0,13.0,1,2.5,0.95,2026-04-30 19:04:47
329,145,22,6.0,6.0,9,2.5,0.95,2026-04-30 19:04:47
329,77,1,4.0,13.0,2,2.5,0.95,2026-04-30 19:04:47
329,117,6,3.0,3.0,3,2.5,0.95,2026-04-30 19:04:47
329,119,3,2.0,3.0,5,2.5,0.95,2026-04-30 19:04:47
329,123,3,1.0,3.0,6,2.5,0.95,2026-04-30 19:04:47
329,122,41,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
329,118,32,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
329,133,21,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
329,78,27,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
329,55,25,0.0,0.0,8,2.5,0.95,2026-04-30 19:04:47
329,109,46,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
329,103,33,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
329,88,33,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
329,138,25,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
329,137,22,0.0,6.0,7,2.5,0.95,2026-04-30 19:04:47
329,94,18,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
329,148,46,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
329,95,6,0.0,3.0,4,2.5,0.95,2026-04-30 19:04:47
329,127,41,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
329,101,34,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
329,105,21,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
329,151,32,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
329,131,34,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
329,139,35,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
329,112,27,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
329,129,45,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,147,18,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,110,35,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
329,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,123,3,9.0,12.0,1,2.5,0.95,2026-04-30 19:04:47
330,102,1,6.0,6.0,4,2.5,0.95,2026-04-30 19:04:47
330,137,22,4.0,4.0,9,2.5,0.95,2026-04-30 19:04:47
330,119,3,3.0,12.0,2,2.5,0.95,2026-04-30 19:04:47
330,118,32,2.0,2.0,11,2.5,0.95,2026-04-30 19:04:47
330,103,33,1.0,1.0,12,2.5,0.95,2026-04-30 19:04:47
330,151,32,0.0,2.0,18,2.5,0.95,2026-04-30 19:04:47
330,127,41,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
330,133,21,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
330,139,35,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
330,78,27,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
330,105,21,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
330,99,39,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
330,112,27,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
330,147,18,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
330,77,1,0.0,6.0,3,2.5,0.95,2026-04-30 19:04:47
330,95,6,0.0,0.0,5,2.5,0.95,2026-04-30 19:04:47
330,145,22,0.0,4.0,7,2.5,0.95,2026-04-30 19:04:47
330,122,41,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
330,88,33,0.0,1.0,19,2.5,0.95,2026-04-30 19:04:47
330,117,6,0.0,0.0,8,2.5,0.95,2026-04-30 19:04:47
330,55,25,0.0,0.0,6,2.5,0.95,2026-04-30 19:04:47
330,131,34,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
330,94,18,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
330,110,35,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
330,138,25,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
330,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,101,34,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,109,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,148,46,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,129,45,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
330,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,102,1,9.0,13.0,1,2.5,0.95,2026-04-30 19:04:47
331,117,6,6.0,6.0,3,2.5,0.95,2026-04-30 19:04:47
331,77,1,4.0,13.0,2,2.5,0.95,2026-04-30 19:04:47
331,145,22,3.0,5.0,6,2.5,0.95,2026-04-30 19:04:47
331,137,22,2.0,5.0,8,2.5,0.95,2026-04-30 19:04:47
331,127,41,1.0,1.0,14,2.5,0.95,2026-04-30 19:04:47
331,122,41,0.0,1.0,12,2.5,0.95,2026-04-30 19:04:47
331,55,25,0.0,0.0,9,2.5,0.95,2026-04-30 19:04:47
331,103,33,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
331,133,21,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
331,118,32,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
331,151,32,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
331,105,21,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
331,78,27,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
331,94,18,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
331,129,45,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
331,131,34,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
331,101,34,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
331,110,35,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
331,123,3,0.0,0.0,4,2.5,0.95,2026-04-30 19:04:47
331,95,6,0.0,6.0,5,2.5,0.95,2026-04-30 19:04:47
331,119,3,0.0,0.0,7,2.5,0.95,2026-04-30 19:04:47
331,139,35,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
331,138,25,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
331,88,33,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
331,147,18,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
331,112,27,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,114,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
331,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,102,1,9.0,13.0,1,2.5,0.95,2026-04-30 19:04:47
332,117,6,6.0,9.0,2,2.5,0.95,2026-04-30 19:04:47
332,77,1,4.0,13.0,3,2.5,0.95,2026-04-30 19:04:47
332,95,6,3.0,9.0,4,2.5,0.95,2026-04-30 19:04:47
332,119,3,2.0,2.0,7,2.5,0.95,2026-04-30 19:04:47
332,138,25,1.0,1.0,14,2.5,0.95,2026-04-30 19:04:47
332,137,22,0.0,0.0,9,2.5,0.95,2026-04-30 19:04:47
332,145,22,0.0,0.0,8,2.5,0.95,2026-04-30 19:04:47
332,133,21,0.0,0.0,21,2.5,0.95,2026-04-30 19:04:47
332,110,35,0.0,0.0,25,2.5,0.95,2026-04-30 19:04:47
332,78,27,0.0,0.0,26,2.5,0.95,2026-04-30 19:04:47
332,105,21,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
332,112,27,0.0,0.0,20,2.5,0.95,2026-04-30 19:04:47
332,114,39,0.0,0.0,24,2.5,0.95,2026-04-30 19:04:47
332,122,41,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
332,88,33,0.0,0.0,18,2.5,0.95,2026-04-30 19:04:47
332,129,45,0.0,0.0,23,2.5,0.95,2026-04-30 19:04:47
332,127,41,0.0,0.0,10,2.5,0.95,2026-04-30 19:04:47
332,131,34,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
332,123,3,0.0,2.0,6,2.5,0.95,2026-04-30 19:04:47
332,118,32,0.0,0.0,12,2.5,0.95,2026-04-30 19:04:47
332,139,35,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
332,151,32,0.0,0.0,11,2.5,0.95,2026-04-30 19:04:47
332,103,33,0.0,0.0,13,2.5,0.95,2026-04-30 19:04:47
332,94,18,0.0,0.0,15,2.5,0.95,2026-04-30 19:04:47
332,55,25,0.0,1.0,5,2.5,0.95,2026-04-30 19:04:47
332,99,39,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,147,18,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,101,34,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,92,42,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,90,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,149,44,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
332,152,47,0.0,0.0,0,2.5,0.95,2026-04-30 19:04:47
333,95,6,9.0,13.0,1,2.5,0.95,2026-04-30 19:04:47
333,102,1,6.0,9.0,3,2.5,0.95,2026-04-30 19:04:47
333,117,6,4.0,13.0,2,2.5,0.95,2026-04-30 19:04:47
333,77,1,3.0,9.0,4,2.5,0.95,2026-04-30 19:04:47
333,137,22,2.0,3.0,6,2.5,0.95,2026-04-30 19:04:47
333,145,22,1.0,3.0,9,2.5,0.95,2026-04-30 19:04:47
333,119,3,0.0,0.0,5,2.5,0.95,2026-04-30 19:04:47
333,55,25,0.0,0.0,8,2.5,0.95,2026-04-30 19:04:47
333,105,21,0.0,0.0,19,2.5,0.95,2026-04-30 19:04:47
333,78,27,0.0,0.0,22,2.5,0.95,2026-04-30 19:04:47
333,94,18,0.0,0.0,16,2.5,0.95,2026-04-30 19:04:47
333,127,41,0.0,0.0,14,2.5,0.95,2026-04-30 19:04:47
333,133,21,0.0,0.0,17,2.5,0.95,2026-04-30 19:04:47
